transaction_id,timestamp,user_id,device_id,ip_address,amount_inr,payment_method,merchant_category,shipping_city,shipping_address_id,is_fraud,cluster_type
txn_0007966,2026-05-15 14:36:01,user_04958,dev_09450,160.94.245.38,196.48,NetBanking,Grocery,Bengaluru,addr_03006,0,independent
txn_0014764,2026-05-15 15:01:33,user_09362,dev_07545,47.8.206.40,755.64,Card,Gift Cards,Kolkata,addr_08803,0,family
txn_0010978,2026-05-15 15:02:04,user_00254,dev_06682,101.159.32.3,243.55,UPI,Food Delivery,Delhi,addr_00557,0,independent
txn_0014330,2026-05-15 15:32:36,user_09471,dev_02034,51.105.170.44,270.89,Card,Gift Cards,Hyderabad,addr_01817,0,office
txn_0007114,2026-05-15 15:53:18,user_07605,dev_01478,126.220.246.27,2731.62,Wallet,Subscription,Chennai,addr_04129,0,independent
txn_0011687,2026-05-15 16:00:41,user_04319,dev_08736,170.239.111.149,258.55,NetBanking,Electronics,Chennai,addr_05310,0,independent
txn_0005725,2026-05-15 16:07:30,user_00587,dev_06772,191.20.190.28,1106.71,UPI,Gift Cards,Guntur,addr_04362,0,independent
txn_0012480,2026-05-15 16:14:16,user_04390,dev_01510,27.113.38.1,627.65,Card,Gift Cards,Pune,addr_05971,0,independent
txn_0013187,2026-05-15 16:15:19,user_07218,dev_06753,37.56.133.37,484.18,Wallet,Electronics,Ahmedabad,addr_05643,0,independent
txn_0005070,2026-05-15 16:15:31,user_05370,dev_05534,56.67.4.204,1382.88,NetBanking,Gaming,Bengaluru,addr_05186,0,independent
txn_0005162,2026-05-15 16:23:02,user_05743,dev_08356,167.50.119.178,1540.65,UPI,Fashion,Delhi,addr_00124,0,independent
txn_0005598,2026-05-15 16:30:47,user_01497,dev_02896,117.74.87.196,445.27,NetBanking,Fashion,Bengaluru,addr_05907,0,independent
txn_0003622,2026-05-15 16:31:08,user_06291,dev_08293,12.239.66.57,101.6,UPI,Grocery,Pune,addr_03424,0,independent
txn_0011794,2026-05-15 16:42:24,user_02612,dev_08413,129.254.81.20,138.31,Wallet,Electronics,Kolkata,addr_01182,0,independent
txn_0013466,2026-05-15 16:46:44,user_01120,dev_07055,139.83.208.91,683.7,NetBanking,Food Delivery,Hyderabad,addr_04690,0,independent
txn_0007891,2026-05-15 16:51:46,user_04891,dev_00641,145.124.62.26,1747.45,Card,Fashion,Ahmedabad,addr_03505,0,independent
txn_0002146,2026-05-15 17:03:52,user_04092,dev_06032,153.168.16.42,1549.35,NetBanking,Gaming,Guntur,addr_02288,0,independent
txn_0003427,2026-05-15 17:16:56,user_00198,dev_07301,50.182.129.105,808.06,Card,Gift Cards,Pune,addr_03597,0,independent
txn_0013357,2026-05-15 17:29:14,user_02677,dev_07324,35.186.122.20,923.0,UPI,Travel,Bengaluru,addr_07169,0,independent
txn_0004769,2026-05-15 17:34:54,user_01147,dev_07391,35.192.125.47,298.93,UPI,Gift Cards,Guntur,addr_05440,0,independent
txn_0000812,2026-05-15 17:34:58,user_03066,dev_08332,4.147.87.112,868.59,UPI,Grocery,Ahmedabad,addr_01436,0,independent
txn_0002741,2026-05-15 17:49:01,user_01517,dev_03560,164.157.137.88,612.31,UPI,Fashion,Hyderabad,addr_03650,0,independent
txn_0011571,2026-05-15 18:01:02,user_03719,dev_02413,126.229.75.140,236.85,UPI,Subscription,Pune,addr_03090,0,independent
txn_0003972,2026-05-15 18:10:11,user_03970,dev_03788,163.238.31.97,234.41,Wallet,Fashion,Guntur,addr_04200,0,independent
txn_0014039,2026-05-15 18:52:16,user_09479,dev_08606,65.144.80.57,1250.18,NetBanking,Subscription,Mumbai,addr_09481,0,family
txn_0003653,2026-05-15 19:01:26,user_04155,dev_01524,34.195.151.93,229.67,Card,Gift Cards,Bengaluru,addr_00000,0,independent
txn_0002224,2026-05-15 19:08:46,user_02541,dev_04458,85.40.58.185,174.97,Wallet,Grocery,Delhi,addr_05340,0,independent
txn_0005863,2026-05-15 19:25:23,user_08827,dev_03564,64.172.210.137,91.41,Card,Food Delivery,Ahmedabad,addr_01252,0,independent
txn_0002813,2026-05-15 19:38:31,user_04545,dev_07276,97.205.202.101,1077.4,UPI,Subscription,Kolkata,addr_01491,0,independent
txn_0002725,2026-05-15 19:38:42,user_07798,dev_00127,66.214.225.192,434.07,Wallet,Gift Cards,Delhi,addr_04517,0,independent
txn_0011463,2026-05-15 19:54:00,user_04880,dev_02948,43.137.153.14,719.27,Card,Electronics,Mumbai,addr_00107,0,independent
txn_0014776,2026-05-15 19:57:09,user_09581,dev_05583,91.42.180.215,521.67,Card,Electronics,Delhi,addr_09267,0,hostel
txn_0004227,2026-05-15 19:57:40,user_04527,dev_04108,124.26.170.153,109.9,UPI,Gift Cards,Hyderabad,addr_02407,0,independent
txn_0010753,2026-05-15 20:06:22,user_06739,dev_08524,112.155.144.238,494.51,UPI,Food Delivery,Pune,addr_07453,0,independent
txn_0007276,2026-05-15 20:20:00,user_05652,dev_01545,135.76.231.36,481.08,UPI,Subscription,Guntur,addr_02050,0,independent
txn_0014618,2026-05-15 20:25:33,user_09446,dev_06455,149.4.30.120,360.79,UPI,Gift Cards,Pune,addr_09275,0,family
txn_0003639,2026-05-15 20:44:56,user_08772,dev_03437,118.131.90.111,156.17,Card,Gaming,Ahmedabad,addr_01617,0,independent
txn_0007856,2026-05-15 21:13:46,user_04157,dev_01059,143.101.180.127,1640.83,UPI,Food Delivery,Ahmedabad,addr_07912,0,independent
txn_0000700,2026-05-15 21:21:43,user_08092,dev_03874,1.145.186.104,85.94,NetBanking,Travel,Pune,addr_04192,0,independent
txn_0014446,2026-05-15 21:31:39,user_09273,dev_03135,117.49.208.109,164.49,NetBanking,Food Delivery,Kolkata,addr_09378,0,family
txn_0005093,2026-05-15 21:44:02,user_04941,dev_00263,219.223.133.143,32.08,Card,Gaming,Hyderabad,addr_05876,0,independent
txn_0007575,2026-05-15 22:11:02,user_00039,dev_01872,35.97.68.117,1376.75,UPI,Travel,Chennai,addr_05720,0,independent
txn_0013135,2026-05-15 22:29:16,user_02037,dev_00255,63.204.145.18,937.29,Wallet,Grocery,Hyderabad,addr_02950,0,independent
txn_0014282,2026-05-15 23:12:50,user_09239,dev_00515,72.146.62.116,2394.25,UPI,Food Delivery,Mumbai,addr_08624,0,family
txn_0000071,2026-05-15 23:50:01,user_00587,dev_06226,213.194.119.121,500.58,Wallet,Subscription,Bengaluru,addr_03477,0,independent
txn_0014262,2026-05-16 02:36:30,user_09204,dev_09559,173.215.35.161,531.53,Wallet,Gaming,Ahmedabad,addr_08969,0,family
txn_0007610,2026-05-16 02:58:52,user_02791,dev_01428,166.175.174.175,84.95,UPI,Electronics,Mumbai,addr_07614,0,independent
txn_0012049,2026-05-16 03:44:13,user_02280,dev_06114,14.140.241.213,62.61,Wallet,Food Delivery,Ahmedabad,addr_07733,0,independent
txn_0010879,2026-05-16 03:57:07,user_04990,dev_01971,51.119.253.1,711.18,Card,Subscription,Jaipur,addr_01558,0,independent
txn_0001692,2026-05-16 07:04:08,user_06435,dev_05158,41.84.15.1,571.66,Card,Grocery,Hyderabad,addr_01424,0,independent
txn_0000023,2026-05-16 07:28:41,user_02443,dev_01920,218.40.131.242,2234.13,Wallet,Grocery,Pune,addr_04429,0,independent
txn_0000738,2026-05-16 08:10:49,user_02751,dev_04008,59.84.74.61,872.17,Card,Food Delivery,Guntur,addr_07292,0,independent
txn_0001890,2026-05-16 08:22:03,user_02340,dev_02268,165.171.14.251,132.02,NetBanking,Travel,Hyderabad,addr_06672,0,independent
txn_0005686,2026-05-16 08:25:16,user_00672,dev_05724,107.124.92.214,271.4,UPI,Food Delivery,Chennai,addr_02548,0,independent
txn_0000777,2026-05-16 08:45:21,user_00850,dev_07510,74.107.19.8,83.72,NetBanking,Electronics,Ahmedabad,addr_07759,0,independent
txn_0002663,2026-05-16 08:47:44,user_01795,dev_08842,38.189.155.202,520.26,UPI,Food Delivery,Pune,addr_02111,0,independent
txn_0005170,2026-05-16 08:47:46,user_08736,dev_08730,134.206.19.253,429.86,Card,Fashion,Chennai,addr_01913,0,independent
txn_0006868,2026-05-16 09:16:25,user_05143,dev_03512,9.152.133.212,534.89,UPI,Subscription,Delhi,addr_04793,0,independent
txn_0003578,2026-05-16 09:35:47,user_05740,dev_01009,33.136.81.16,314.78,Wallet,Subscription,Hyderabad,addr_06522,0,independent
txn_0008350,2026-05-16 09:36:24,user_04343,dev_03049,122.222.4.13,379.28,UPI,Food Delivery,Ahmedabad,addr_03550,0,independent
txn_0006391,2026-05-16 09:36:53,user_05000,dev_02867,206.46.210.8,386.95,UPI,Grocery,Pune,addr_00337,0,independent
txn_0014709,2026-05-16 09:37:30,user_09540,dev_08053,22.18.252.144,597.11,UPI,Grocery,Guntur,addr_02420,0,office
txn_0007457,2026-05-16 09:41:44,user_04038,dev_06122,117.43.214.13,112.96,UPI,Gift Cards,Kolkata,addr_01356,0,independent
txn_0010848,2026-05-16 09:52:33,user_03865,dev_09478,111.56.150.16,744.27,UPI,Electronics,Kolkata,addr_06977,0,independent
txn_0014712,2026-05-16 09:56:30,user_09291,dev_05178,22.18.252.144,137.24,Wallet,Electronics,Guntur,addr_00280,0,office
txn_0010117,2026-05-16 10:01:33,user_04855,dev_01648,194.40.169.33,565.13,NetBanking,Gaming,Ahmedabad,addr_07678,0,independent
txn_0009312,2026-05-16 10:06:41,user_08249,dev_06007,152.3.171.156,1561.08,UPI,Gaming,Kolkata,addr_04575,0,independent
txn_0005899,2026-05-16 10:16:21,user_02879,dev_08641,66.146.178.94,135.51,UPI,Gaming,Chennai,addr_04352,0,independent
txn_0000378,2026-05-16 10:20:31,user_04801,dev_01204,76.162.205.208,4362.25,UPI,Fashion,Hyderabad,addr_00812,0,independent
txn_0009890,2026-05-16 10:21:51,user_02155,dev_03288,65.150.4.228,172.4,Card,Fashion,Kolkata,addr_06000,0,independent
txn_0014710,2026-05-16 10:25:30,user_09529,dev_05217,22.18.252.144,361.12,Wallet,Fashion,Guntur,addr_00581,0,office
txn_0000610,2026-05-16 10:28:17,user_05897,dev_02818,26.99.128.254,579.24,UPI,Subscription,Chennai,addr_06524,0,independent
txn_0012442,2026-05-16 10:43:46,user_02500,dev_04295,74.239.180.113,2069.48,UPI,Travel,Hyderabad,addr_03233,0,independent
txn_0009785,2026-05-16 10:44:20,user_04880,dev_06088,23.53.169.201,658.77,NetBanking,Gaming,Jaipur,addr_06890,0,independent
txn_0014707,2026-05-16 10:50:30,user_09796,dev_06775,22.18.252.144,679.79,UPI,Gift Cards,Guntur,addr_01458,0,office
txn_0004092,2026-05-16 10:52:26,user_04580,dev_00090,96.236.61.183,1574.94,Wallet,Travel,Guntur,addr_00382,0,independent
txn_0007930,2026-05-16 10:52:37,user_07225,dev_08349,87.251.103.159,199.74,Card,Grocery,Delhi,addr_03063,0,independent
txn_0010651,2026-05-16 10:54:45,user_06814,dev_01931,77.89.79.150,3897.64,UPI,Subscription,Delhi,addr_01233,0,independent
txn_0001176,2026-05-16 10:57:33,user_00899,dev_02194,72.53.45.20,509.08,Wallet,Gift Cards,Delhi,addr_06279,0,independent
txn_0010572,2026-05-16 10:58:00,user_01297,dev_03589,109.238.226.178,1741.02,Wallet,Food Delivery,Hyderabad,addr_02427,0,independent
txn_0004816,2026-05-16 11:08:05,user_01929,dev_04523,174.120.52.107,929.76,Card,Gift Cards,Chennai,addr_01909,0,independent
txn_0003844,2026-05-16 11:09:52,user_02033,dev_06465,57.26.79.150,252.98,UPI,Grocery,Jaipur,addr_01942,0,independent
txn_0002307,2026-05-16 11:15:58,user_01139,dev_08059,140.30.12.114,572.92,NetBanking,Subscription,Mumbai,addr_02643,0,independent
txn_0006950,2026-05-16 11:16:25,user_02454,dev_06492,91.227.228.161,314.98,NetBanking,Fashion,Pune,addr_01670,0,independent
txn_0006691,2026-05-16 11:17:33,user_07191,dev_02648,217.233.5.191,97.25,Wallet,Grocery,Mumbai,addr_03439,0,independent
txn_0003403,2026-05-16 11:18:54,user_04836,dev_08750,216.238.46.233,100.97,UPI,Food Delivery,Guntur,addr_02968,0,independent
txn_0005778,2026-05-16 11:25:55,user_06861,dev_04910,154.168.146.230,790.37,NetBanking,Gift Cards,Ahmedabad,addr_08089,0,independent
txn_0002957,2026-05-16 11:37:01,user_06758,dev_06040,30.198.129.34,6321.66,Wallet,Fashion,Delhi,addr_08153,0,independent
txn_0001848,2026-05-16 11:41:35,user_00034,dev_06541,12.37.227.175,549.25,Wallet,Fashion,Hyderabad,addr_05222,0,independent
txn_0014713,2026-05-16 11:53:30,user_09753,dev_00005,22.18.252.144,616.0,Wallet,Subscription,Guntur,addr_02513,0,office
txn_0007154,2026-05-16 11:54:01,user_08352,dev_00384,220.159.54.11,1254.99,UPI,Gift Cards,Bengaluru,addr_03969,0,independent
txn_0008876,2026-05-16 11:59:06,user_02860,dev_05887,145.148.111.223,1260.17,Card,Electronics,Mumbai,addr_02566,0,independent
txn_0007192,2026-05-16 12:16:46,user_07209,dev_06117,17.246.46.240,655.05,NetBanking,Gift Cards,Delhi,addr_03883,0,independent
txn_0001804,2026-05-16 12:17:45,user_01037,dev_02311,170.152.221.104,614.83,UPI,Food Delivery,Bengaluru,addr_03068,0,independent
txn_0004531,2026-05-16 12:28:26,user_01314,dev_03370,166.245.248.178,2822.31,Card,Electronics,Delhi,addr_05347,0,independent
txn_0005278,2026-05-16 12:29:47,user_01389,dev_01046,189.93.53.174,132.88,NetBanking,Travel,Guntur,addr_08362,0,independent
txn_0010534,2026-05-16 12:34:46,user_00437,dev_04365,131.229.211.33,1111.34,Card,Gaming,Pune,addr_02984,0,independent
txn_0006995,2026-05-16 12:44:38,user_03847,dev_02969,94.23.210.91,2083.83,UPI,Fashion,Guntur,addr_01969,0,independent
txn_0007910,2026-05-16 12:52:37,user_08204,dev_00987,205.110.148.4,749.33,Wallet,Fashion,Hyderabad,addr_01493,0,independent
txn_0006261,2026-05-16 13:10:51,user_03119,dev_01491,153.69.9.254,47.23,NetBanking,Gift Cards,Mumbai,addr_04977,0,independent
txn_0001420,2026-05-16 13:28:56,user_07048,dev_08327,150.83.114.57,508.84,NetBanking,Subscription,Bengaluru,addr_07749,0,independent
txn_0008850,2026-05-16 13:36:42,user_00389,dev_08601,57.9.110.115,1432.01,NetBanking,Grocery,Delhi,addr_01391,0,independent
txn_0012812,2026-05-16 13:46:33,user_00913,dev_01794,139.175.105.62,879.46,Card,Gift Cards,Hyderabad,addr_05165,0,independent
txn_0007935,2026-05-16 13:47:00,user_05675,dev_07410,84.164.153.66,108.76,UPI,Gaming,Kolkata,addr_01253,0,independent
txn_0000329,2026-05-16 13:49:33,user_07479,dev_08434,40.40.65.238,202.03,UPI,Travel,Chennai,addr_08037,0,independent
txn_0010200,2026-05-16 13:50:59,user_03719,dev_02648,139.49.22.33,274.53,NetBanking,Subscription,Pune,addr_02814,0,independent
txn_0008310,2026-05-16 13:57:03,user_06052,dev_02425,182.146.149.179,60.11,Card,Electronics,Ahmedabad,addr_05844,0,independent
txn_0009848,2026-05-16 13:58:37,user_05560,dev_06081,82.252.123.50,2660.84,Wallet,Subscription,Guntur,addr_05064,0,independent
txn_0013237,2026-05-16 14:04:56,user_03951,dev_00772,178.75.219.109,292.9,UPI,Travel,Hyderabad,addr_07570,0,independent
txn_0008501,2026-05-16 14:09:29,user_01496,dev_00979,164.0.253.119,364.02,Card,Gift Cards,Mumbai,addr_05803,0,independent
txn_0010670,2026-05-16 14:09:58,user_00370,dev_06860,128.144.253.133,314.58,UPI,Gaming,Pune,addr_06861,0,independent
txn_0003650,2026-05-16 14:11:25,user_05140,dev_05029,47.13.140.130,549.16,UPI,Gift Cards,Ahmedabad,addr_08169,0,independent
txn_0012023,2026-05-16 14:14:42,user_00381,dev_01417,181.112.15.42,1059.86,NetBanking,Electronics,Pune,addr_06377,0,independent
txn_0014711,2026-05-16 14:16:30,user_09652,dev_02632,22.18.252.144,1284.88,NetBanking,Gift Cards,Guntur,addr_06495,0,office
txn_0012022,2026-05-16 14:22:29,user_08662,dev_05547,149.37.192.170,646.98,Card,Gift Cards,Delhi,addr_05760,0,independent
txn_0006528,2026-05-16 14:31:43,user_05862,dev_01470,30.6.192.168,884.49,UPI,Fashion,Bengaluru,addr_06482,0,independent
txn_0007007,2026-05-16 14:36:50,user_04283,dev_06893,14.123.173.158,1769.69,Wallet,Grocery,Bengaluru,addr_06109,0,independent
txn_0001649,2026-05-16 14:38:48,user_01191,dev_00265,58.8.232.56,833.16,NetBanking,Subscription,Mumbai,addr_07768,0,independent
txn_0007301,2026-05-16 14:49:58,user_01677,dev_06309,124.136.57.40,3301.82,Card,Electronics,Chennai,addr_05734,0,independent
txn_0011922,2026-05-16 14:59:24,user_03874,dev_02263,31.139.32.232,666.76,NetBanking,Electronics,Bengaluru,addr_07479,0,independent
txn_0013426,2026-05-16 15:17:40,user_05665,dev_03279,88.156.128.66,704.53,NetBanking,Travel,Delhi,addr_02500,0,independent
txn_0004910,2026-05-16 15:30:31,user_06431,dev_01813,209.139.1.229,273.87,Card,Grocery,Delhi,addr_05255,0,independent
txn_0005750,2026-05-16 15:31:20,user_03165,dev_03200,161.81.221.156,461.42,UPI,Fashion,Jaipur,addr_05738,0,independent
txn_0003393,2026-05-16 15:33:02,user_08101,dev_08495,163.92.79.206,1109.18,Wallet,Electronics,Mumbai,addr_05592,0,independent
txn_0013462,2026-05-16 15:38:36,user_05624,dev_07924,66.80.142.55,732.56,Wallet,Gift Cards,Hyderabad,addr_07386,0,independent
txn_0005756,2026-05-16 15:46:00,user_00688,dev_01020,88.249.203.72,303.09,Card,Travel,Jaipur,addr_07808,0,independent
txn_0006834,2026-05-16 15:53:03,user_08453,dev_08427,179.63.27.203,663.99,NetBanking,Travel,Ahmedabad,addr_04535,0,independent
txn_0001019,2026-05-16 15:57:49,user_01906,dev_07162,153.160.93.228,358.07,NetBanking,Gaming,Ahmedabad,addr_05948,0,independent
txn_0013122,2026-05-16 16:11:04,user_04706,dev_05258,81.248.233.242,931.85,Card,Electronics,Guntur,addr_02035,0,independent
txn_0004293,2026-05-16 16:15:58,user_01370,dev_00426,147.71.4.148,296.96,NetBanking,Fashion,Bengaluru,addr_04442,0,independent
txn_0001196,2026-05-16 16:24:34,user_01838,dev_05059,168.34.67.9,137.45,UPI,Electronics,Pune,addr_05613,0,independent
txn_0011043,2026-05-16 16:37:42,user_03655,dev_02436,68.219.2.148,836.11,Wallet,Fashion,Pune,addr_04550,0,independent
txn_0000259,2026-05-16 16:43:08,user_07989,dev_02305,191.252.203.159,936.84,Card,Gaming,Bengaluru,addr_07331,0,independent
txn_0008012,2026-05-16 16:43:36,user_04401,dev_01805,169.250.234.33,303.9,NetBanking,Subscription,Guntur,addr_01780,0,independent
txn_0009744,2026-05-16 16:45:10,user_06995,dev_05095,22.100.226.28,979.67,Card,Electronics,Bengaluru,addr_04436,0,independent
txn_0001503,2026-05-16 16:52:48,user_06892,dev_08742,205.244.214.185,392.52,Card,Travel,Kolkata,addr_04702,0,independent
txn_0000971,2026-05-16 17:02:19,user_04843,dev_08256,89.157.201.7,280.94,UPI,Grocery,Ahmedabad,addr_05535,0,independent
txn_0014287,2026-05-16 17:12:50,user_09420,dev_09505,67.30.188.166,590.62,Wallet,Gaming,Mumbai,addr_08624,0,family
txn_0010872,2026-05-16 17:13:13,user_04253,dev_04408,212.151.2.70,1493.68,NetBanking,Travel,Bengaluru,addr_06306,0,independent
txn_0003740,2026-05-16 17:15:56,user_02392,dev_03571,108.48.153.95,478.4,Wallet,Travel,Jaipur,addr_04123,0,independent
txn_0005226,2026-05-16 17:22:01,user_05978,dev_08476,24.126.169.114,857.78,Wallet,Gift Cards,Pune,addr_07691,0,independent
txn_0014137,2026-05-16 17:41:17,user_09016,dev_09653,111.101.241.168,254.81,NetBanking,Gaming,Guntur,addr_08634,0,family
txn_0011283,2026-05-16 17:52:10,user_02865,dev_03414,193.136.210.25,609.93,Card,Grocery,Ahmedabad,addr_05588,0,independent
txn_0004075,2026-05-16 17:55:38,user_08972,dev_08794,130.30.252.95,4359.3,NetBanking,Travel,Kolkata,addr_04940,0,independent
txn_0002296,2026-05-16 17:56:04,user_03943,dev_07493,18.77.111.218,582.4,NetBanking,Grocery,Kolkata,addr_02774,0,independent
txn_0006894,2026-05-16 18:12:51,user_04724,dev_04631,212.78.211.95,178.13,UPI,Fashion,Hyderabad,addr_01336,0,independent
txn_0000764,2026-05-16 18:27:33,user_06710,dev_03941,26.207.208.78,382.04,NetBanking,Subscription,Guntur,addr_00218,0,independent
txn_0010468,2026-05-16 18:30:53,user_07843,dev_00499,161.229.52.181,847.61,Card,Fashion,Kolkata,addr_07850,0,independent
txn_0000928,2026-05-16 18:37:21,user_04111,dev_02423,84.22.164.73,1991.37,Card,Gift Cards,Ahmedabad,addr_06347,0,independent
txn_0011505,2026-05-16 18:44:06,user_06304,dev_03444,51.110.245.148,375.66,Wallet,Subscription,Bengaluru,addr_07313,0,independent
txn_0009328,2026-05-16 18:52:29,user_04992,dev_08699,82.72.98.245,567.97,Wallet,Travel,Ahmedabad,addr_02132,0,independent
txn_0008370,2026-05-16 19:03:51,user_08058,dev_06621,118.194.156.206,1013.28,NetBanking,Subscription,Kolkata,addr_00352,0,independent
txn_0005026,2026-05-16 19:21:14,user_05293,dev_07108,141.177.0.2,285.13,UPI,Electronics,Delhi,addr_04990,0,independent
txn_0006896,2026-05-16 19:22:12,user_00312,dev_00786,32.166.11.206,412.35,Card,Fashion,Jaipur,addr_00913,0,independent
txn_0005097,2026-05-16 19:28:27,user_06274,dev_01044,213.211.183.51,239.92,NetBanking,Fashion,Chennai,addr_01198,0,independent
txn_0009229,2026-05-16 19:28:46,user_01108,dev_06613,110.128.232.27,914.61,Card,Fashion,Mumbai,addr_05883,0,independent
txn_0002510,2026-05-16 19:32:42,user_00687,dev_04819,184.181.140.8,962.31,NetBanking,Gift Cards,Bengaluru,addr_00049,0,independent
txn_0011470,2026-05-16 19:33:07,user_02477,dev_05061,8.211.17.85,357.79,Wallet,Travel,Delhi,addr_05845,0,independent
txn_0014705,2026-05-16 19:44:30,user_09138,dev_01036,22.18.252.144,484.6,UPI,Food Delivery,Guntur,addr_07822,0,office
txn_0000328,2026-05-16 20:00:51,user_04740,dev_07270,113.108.200.92,79.26,NetBanking,Subscription,Delhi,addr_02655,0,independent
txn_0010131,2026-05-16 20:52:17,user_00337,dev_00132,43.87.188.62,1629.36,UPI,Travel,Delhi,addr_00419,0,independent
txn_0007471,2026-05-16 20:52:23,user_08059,dev_03868,7.231.151.166,85.12,UPI,Grocery,Kolkata,addr_03466,0,independent
txn_0000514,2026-05-16 21:29:32,user_06224,dev_01312,163.219.117.105,522.26,NetBanking,Food Delivery,Guntur,addr_04605,0,independent
txn_0006098,2026-05-16 22:49:03,user_07566,dev_01201,161.247.242.129,388.12,NetBanking,Electronics,Kolkata,addr_00670,0,independent
txn_0008680,2026-05-16 22:55:12,user_08618,dev_05366,207.104.28.52,89.3,Wallet,Fashion,Delhi,addr_07822,0,independent
txn_0005120,2026-05-16 23:05:21,user_05354,dev_00442,191.88.208.118,488.21,Wallet,Food Delivery,Bengaluru,addr_03502,0,independent
txn_0009907,2026-05-16 23:07:47,user_03424,dev_01031,32.102.55.24,1577.26,NetBanking,Electronics,Kolkata,addr_01223,0,independent
txn_0001075,2026-05-16 23:11:27,user_05466,dev_06278,158.140.51.223,840.58,UPI,Subscription,Hyderabad,addr_00705,0,independent
txn_0011142,2026-05-16 23:46:30,user_00296,dev_02603,181.40.139.195,1014.57,Wallet,Electronics,Chennai,addr_01784,0,independent
txn_0014777,2026-05-16 23:57:09,user_09168,dev_03826,34.190.142.212,873.21,Card,Travel,Delhi,addr_09267,0,hostel
txn_0007844,2026-05-16 23:58:36,user_00876,dev_04469,80.53.45.23,139.9,UPI,Gift Cards,Bengaluru,addr_01491,0,independent
txn_0014277,2026-05-17 00:13:20,user_09087,dev_06680,78.84.164.224,247.54,NetBanking,Electronics,Pune,addr_08661,0,hostel
txn_0003657,2026-05-17 02:16:31,user_07954,dev_01058,48.57.207.83,110.91,NetBanking,Gift Cards,Ahmedabad,addr_03604,0,independent
txn_0010711,2026-05-17 02:20:24,user_06705,dev_00556,195.242.243.31,736.17,NetBanking,Subscription,Hyderabad,addr_06714,0,independent
txn_0014483,2026-05-17 02:32:01,user_09486,dev_09204,96.235.68.129,257.55,NetBanking,Travel,Hyderabad,addr_09058,0,family
txn_0008925,2026-05-17 03:54:54,user_00878,dev_02174,142.134.27.6,1814.1,UPI,Food Delivery,Guntur,addr_00539,0,independent
txn_0006462,2026-05-17 04:45:01,user_08450,dev_00215,151.139.74.89,504.33,UPI,Gift Cards,Chennai,addr_05881,0,independent
txn_0014269,2026-05-17 04:49:51,user_09195,dev_03903,174.145.126.75,544.85,Wallet,Subscription,Pune,addr_09103,0,family
txn_0014769,2026-05-17 05:01:33,user_09350,dev_09570,187.90.65.98,292.52,NetBanking,Subscription,Kolkata,addr_08803,0,family
txn_0011815,2026-05-17 05:29:38,user_08562,dev_06334,61.118.124.51,852.89,UPI,Grocery,Pune,addr_07169,0,independent
txn_0014079,2026-05-17 05:46:39,user_09519,dev_04165,30.27.190.234,672.72,Wallet,Food Delivery,Chennai,addr_03531,0,cafe_wifi
txn_0014076,2026-05-17 05:51:46,user_09090,dev_05999,30.27.190.234,364.64,UPI,Gaming,Chennai,addr_04265,0,cafe_wifi
txn_0014074,2026-05-17 05:57:30,user_09560,dev_00310,30.27.190.234,504.79,UPI,Gaming,Chennai,addr_08196,0,cafe_wifi
txn_0014081,2026-05-17 06:02:36,user_09272,dev_02595,30.27.190.234,541.99,UPI,Food Delivery,Chennai,addr_07874,0,cafe_wifi
txn_0003375,2026-05-17 06:04:30,user_06810,dev_04883,130.248.19.241,443.7,UPI,Gift Cards,Mumbai,addr_00605,0,independent
txn_0014077,2026-05-17 06:06:38,user_09700,dev_08297,30.27.190.234,58.15,Wallet,Subscription,Chennai,addr_03975,0,cafe_wifi
txn_0014080,2026-05-17 06:12:06,user_09641,dev_00289,30.27.190.234,712.17,Wallet,Subscription,Chennai,addr_01146,0,cafe_wifi
txn_0002120,2026-05-17 06:12:34,user_06352,dev_06662,197.134.187.105,827.47,UPI,Travel,Kolkata,addr_06167,0,independent
txn_0014073,2026-05-17 06:22:35,user_09429,dev_04165,30.27.190.234,773.36,Wallet,Gaming,Chennai,addr_06532,0,cafe_wifi
txn_0008795,2026-05-17 06:28:54,user_06174,dev_08394,157.181.66.36,1597.21,Wallet,Fashion,Delhi,addr_03662,0,independent
txn_0014078,2026-05-17 06:30:38,user_09368,dev_09405,30.27.190.234,321.69,Wallet,Subscription,Chennai,addr_07382,0,cafe_wifi
txn_0014075,2026-05-17 06:35:35,user_09796,dev_05436,30.27.190.234,257.66,Wallet,Subscription,Chennai,addr_07974,0,cafe_wifi
txn_0005049,2026-05-17 06:46:02,user_01175,dev_03989,16.154.75.25,136.11,NetBanking,Subscription,Chennai,addr_05340,0,independent
txn_0014986,2026-05-17 06:49:42,user_09167,dev_08364,211.41.203.239,724.77,UPI,Grocery,Hyderabad,addr_08657,0,family
txn_0007620,2026-05-17 07:02:59,user_03658,dev_00482,161.46.108.131,216.4,NetBanking,Food Delivery,Delhi,addr_04546,0,independent
txn_0001204,2026-05-17 07:13:13,user_00461,dev_09485,182.232.228.2,1988.68,Wallet,Gaming,Bengaluru,addr_05232,0,independent
txn_0005221,2026-05-17 07:23:00,user_00093,dev_08946,12.148.49.36,1627.98,UPI,Gift Cards,Delhi,addr_04075,0,independent
txn_0009194,2026-05-17 07:25:51,user_02945,dev_04005,149.42.71.163,2455.63,NetBanking,Travel,Kolkata,addr_05963,0,independent
